checking_account,duration_months,credit_history,credit_amount,savings,employment_years,installment_rate,age,num_credits,approved,decision,probability_default,risk_level,expected_credit_loss
1,69,0,2496,3,2,2,70,1,1,Rejected,0.6172,High,0.0
1,5,2,332,0,4,2,51,2,1,Manual Review,0.5823,Medium,0.0
3,68,2,3370,0,2,4,66,1,1,Rejected,0.6109,High,0.0
3,70,2,2087,4,2,4,37,3,1,Manual Review,0.5666,Medium,0.0
3,55,2,2093,0,2,1,39,1,1,Manual Review,0.5677,Medium,0.0
0,65,2,262,1,4,2,40,2,1,Manual Review,0.567,Medium,0.0
2,26,0,1138,0,4,1,27,1,1,Manual Review,0.5431,Medium,0.0
3,29,0,3725,1,2,3,27,3,1,Manual Review,0.5459,Medium,0.0
0,71,2,977,0,3,2,27,1,1,Manual Review,0.544,Medium,0.0
0,58,2,624,0,2,4,45,3,0,Manual Review,0.5759,Medium,0.0
2,9,4,889,1,2,4,35,3,1,Manual Review,0.5654,Medium,0.0
2,38,2,1401,0,1,2,62,1,1,Manual Review,0.5993,Medium,0.0
3,25,3,749,0,2,2,63,2,1,Rejected,0.6079,High,0.0
0,46,2,3972,0,1,4,26,4,0,Manual Review,0.5364,Medium,0.0
2,18,1,1405,0,4,4,34,1,1,Manual Review,0.5616,Medium,0.0
0,63,0,949,0,2,1,36,1,0,Manual Review,0.566,Medium,0.0
0,15,2,522,0,4,2,51,1,1,Manual Review,0.5823,Medium,0.0
0,52,2,2181,4,2,2,19,1,1,Manual Review,0.5383,Medium,0.0
3,45,0,2141,0,3,1,30,1,1,Manual Review,0.5507,Medium,0.0
2,41,1,785,0,2,1,24,1,1,Manual Review,0.5441,Medium,0.0
1,48,3,247,0,1,1,59,1,1,Manual Review,0.5841,Medium,0.0
1,38,2,2056,0,2,3,73,1,1,Rejected,0.6194,High,0.0
3,33,2,1274,4,1,2,23,1,1,Manual Review,0.5321,Medium,0.0
1,33,2,1936,0,2,1,34,2,1,Manual Review,0.5649,Medium,0.0
3,9,0,7085,4,2,1,36,2,1,Manual Review,0.566,Medium,0.0
1,70,1,1448,0,3,4,67,1,0,Rejected,0.6087,High,0.0
1,10,1,981,2,1,4,36,2,0,Manual Review,0.5572,Medium,0.0
1,55,0,591,0,1,2,19,2,0,Manual Review,0.5287,Medium,0.0
1,17,2,1152,4,2,2,37,3,1,Manual Review,0.5666,Medium,0.0
2,18,2,1683,0,4,4,72,1,1,Rejected,0.6136,High,0.0
1,24,2,1544,0,3,1,26,1,1,Manual Review,0.5435,Medium,0.0
0,38,2,5876,0,2,1,21,3,0,Manual Review,0.5351,Medium,0.0
3,69,0,2206,0,2,2,43,3,1,Manual Review,0.5719,Medium,0.0
1,5,2,1328,4,1,1,23,2,1,Manual Review,0.5321,Medium,0.0
2,38,2,841,0,4,2,73,2,1,Rejected,0.6144,High,0.0
3,23,2,1832,0,3,4,58,1,1,Manual Review,0.5879,Medium,0.0
2,13,0,716,2,1,3,37,1,1,Manual Review,0.5578,Medium,0.0
0,28,2,1709,0,2,2,36,1,0,Manual Review,0.566,Medium,0.0
3,69,2,2186,4,1,4,68,1,1,Rejected,0.6051,High,0.0
2,28,1,1244,2,4,1,71,2,1,Rejected,0.6127,High,0.0
1,57,0,894,0,1,1,49,1,0,Manual Review,0.5765,Medium,0.0
0,36,2,257,4,3,3,51,1,1,Manual Review,0.5837,Medium,0.0
2,39,2,3696,0,1,3,65,3,0,Rejected,0.6022,High,0.0
2,17,1,2043,0,3,1,36,1,1,Manual Review,0.5641,Medium,0.0
1,68,2,2084,0,3,2,57,3,1,Manual Review,0.5873,Medium,0.0
3,57,2,424,0,3,3,34,4,1,Manual Review,0.563,Medium,0.0
2,55,2,4464,2,2,3,34,1,1,Manual Review,0.5649,Medium,0.0
0,6,0,1020,4,4,3,65,1,1,Rejected,0.6039,High,0.0
1,44,2,1174,0,1,2,56,1,1,Manual Review,0.5808,Medium,0.0
0,9,0,629,0,2,1,59,1,0,Manual Review,0.5916,Medium,0.0
2,28,1,354,4,1,2,25,1,1,Manual Review,0.5333,Medium,0.0
0,16,0,3736,0,4,1,32,1,0,Manual Review,0.5555,Medium,0.0
2,11,0,4143,0,2,4,61,3,0,Manual Review,0.5959,Medium,0.0
2,24,2,1296,0,3,2,71,1,1,Rejected,0.6151,High,0.0
3,71,0,859,4,3,2,66,2,1,Rejected,0.6077,High,0.0
1,28,2,1094,0,1,4,43,1,0,Manual Review,0.5632,Medium,0.0
3,71,0,1119,2,1,2,50,1,1,Manual Review,0.577,Medium,0.0
0,48,1,566,3,1,2,56,3,1,Manual Review,0.5808,Medium,0.0
3,63,1,1171,0,2,4,40,1,1,Manual Review,0.5706,Medium,0.0
0,15,0,1673,0,1,4,34,1,0,Manual Review,0.556,Medium,0.0
1,35,0,3342,3,0,3,70,2,0,Manual Review,0.575,Medium,0.0
2,16,2,1497,0,4,1,47,2,1,Manual Review,0.573,Medium,0.0
0,34,2,419,2,4,3,34,2,1,Manual Review,0.5616,Medium,0.0
0,23,2,1964,4,2,4,30,1,1,Manual Review,0.5526,Medium,0.0
2,21,2,1206,1,2,1,35,1,1,Manual Review,0.5654,Medium,0.0
2,63,2,4430,2,0,1,55,3,1,Manual Review,0.5506,Medium,0.0
2,66,0,4645,3,3,4,45,3,1,Manual Review,0.5738,Medium,0.0
2,9,2,4776,3,4,1,43,1,1,Manual Review,0.5683,Medium,0.0
2,35,4,944,0,1,4,31,2,1,Manual Review,0.5443,Medium,0.0
0,46,2,7272,0,1,2,26,1,0,Manual Review,0.5364,Medium,0.0
1,5,2,1960,0,3,2,74,1,1,Rejected,0.6174,High,0.0
0,63,1,5437,1,2,1,23,1,0,Manual Review,0.541,Medium,0.0
3,26,2,990,0,0,4,30,1,1,Manual Review,0.5154,Medium,0.0
2,34,2,1165,2,2,2,59,1,1,Manual Review,0.5916,Medium,0.0
1,8,2,1843,0,2,3,21,1,1,Manual Review,0.5351,Medium,0.0
1,37,4,1671,1,2,3,53,1,0,Manual Review,0.5844,Medium,0.0
3,13,0,4039,0,3,3,51,2,1,Manual Review,0.5837,Medium,0.0
0,5,0,1229,2,4,4,40,2,0,Manual Review,0.567,Medium,0.0
2,14,2,3758,0,2,3,68,2,1,Rejected,0.6129,High,0.0
1,53,2,2659,0,4,2,74,3,1,Rejected,0.6152,High,0.0
2,34,0,1247,0,2,4,62,1,0,Rejected,0.607,High,0.0
0,59,0,2499,2,3,3,27,1,0,Manual Review,0.544,Medium,0.0
3,12,0,1013,0,2,2,59,2,1,Manual Review,0.5916,Medium,0.0
3,24,1,9702,0,4,1,36,1,1,Manual Review,0.5627,Medium,0.0
2,31,2,175,4,4,4,68,1,1,Rejected,0.607,High,0.0
2,65,2,2536,2,1,2,47,1,1,Manual Review,0.568,Medium,0.0
3,10,1,360,4,4,3,57,2,1,Manual Review,0.5858,Medium,0.0
2,19,1,1235,0,4,2,45,1,1,Manual Review,0.5722,Medium,0.0
0,7,0,1382,0,3,1,54,2,0,Manual Review,0.5828,Medium,0.0
2,7,1,4944,4,1,3,63,1,1,Rejected,0.6002,High,0.0
2,43,2,850,0,4,1,35,2,1,Manual Review,0.5621,Medium,0.0
1,20,4,4215,2,4,2,74,2,1,Rejected,0.6152,High,0.0
2,55,2,576,0,1,3,52,2,1,Manual Review,0.5781,Medium,0.0
3,55,0,4347,0,4,2,64,1,1,Rejected,0.6029,High,0.0
3,39,2,1012,0,0,3,21,1,1,Manual Review,0.5001,Medium,0.0
1,41,2,1569,0,1,4,23,2,0,Manual Review,0.5321,Medium,0.0
0,53,2,1131,0,2,4,32,1,0,Manual Review,0.5588,Medium,0.0
3,66,2,4129,0,2,1,21,1,1,Manual Review,0.5351,Medium,0.0
3,66,2,3534,4,3,1,41,1,1,Manual Review,0.569,Medium,0.0
0,65,1,2110,0,0,3,57,3,0,Manual Review,0.5527,Medium,0.0
3,10,0,589,1,4,4,48,1,1,Manual Review,0.576,Medium,0.0
3,30,0,835,3,0,4,68,2,1,Manual Review,0.5736,Medium,0.0
1,17,0,650,0,1,4,63,1,1,Rejected,0.6002,High,0.0
2,8,2,245,0,0,2,41,1,1,Manual Review,0.5342,Medium,0.0
1,58,2,4060,2,2,2,45,2,0,Manual Review,0.5759,Medium,0.0
0,5,2,1138,1,4,2,72,1,1,Rejected,0.6136,High,0.0
1,65,0,1129,2,3,1,28,1,1,Manual Review,0.5446,Medium,0.0
2,24,3,4899,2,4,1,43,2,1,Manual Review,0.5683,Medium,0.0
0,24,3,1011,4,0,4,31,2,1,Manual Review,0.516,Medium,0.0
1,13,2,755,0,2,1,34,1,1,Manual Review,0.5649,Medium,0.0
1,61,4,1236,0,2,1,59,2,1,Manual Review,0.5916,Medium,0.0
1,42,2,598,1,2,1,52,2,1,Manual Review,0.5861,Medium,0.0
3,8,4,1949,0,1,4,73,2,1,Rejected,0.6114,High,0.0
1,68,0,1097,4,3,3,55,1,1,Manual Review,0.5858,Medium,0.0
1,16,1,986,0,2,3,40,1,0,Manual Review,0.5706,Medium,0.0
2,56,0,920,0,3,4,35,3,0,Manual Review,0.5635,Medium,0.0
1,48,0,1359,3,2,2,41,2,0,Manual Review,0.5711,Medium,0.0
0,35,0,1582,0,1,3,72,1,0,Rejected,0.6106,High,0.0
1,39,2,976,0,3,1,54,1,1,Manual Review,0.5828,Medium,0.0
0,63,2,1110,0,1,1,67,1,0,Rejected,0.6042,High,0.0
0,14,2,1386,3,4,4,27,1,0,Manual Review,0.5431,Medium,0.0
1,66,0,1279,0,2,4,70,1,0,Rejected,0.6172,High,0.0
1,24,2,1517,4,1,2,20,1,1,Manual Review,0.5292,Medium,0.0
3,55,2,861,0,4,2,50,2,1,Manual Review,0.5819,Medium,0.0
1,58,2,3306,2,2,3,74,1,1,Rejected,0.6201,High,0.0
2,29,2,1599,3,1,1,68,2,1,Rejected,0.6051,High,0.0
2,71,0,989,0,2,1,71,1,1,Rejected,0.618,High,0.0
0,37,1,1949,0,1,1,40,1,0,Manual Review,0.5618,Medium,0.0
2,55,3,1394,0,4,2,61,1,0,Manual Review,0.5903,Medium,0.0
0,55,1,369,2,4,4,31,1,1,Manual Review,0.5499,Medium,0.0
3,32,2,1944,0,4,2,26,2,1,Manual Review,0.5428,Medium,0.0
0,41,2,654,1,2,1,19,2,1,Manual Review,0.5383,Medium,0.0
1,45,2,3126,0,2,3,35,1,1,Manual Review,0.5654,Medium,0.0
0,24,0,1219,0,3,4,30,1,0,Manual Review,0.5507,Medium,0.0
3,45,0,2762,0,1,1,22,1,1,Manual Review,0.529,Medium,0.0
1,16,0,894,0,2,1,71,2,0,Rejected,0.618,High,0.0
2,67,2,1565,0,2,2,31,2,1,Manual Review,0.5532,Medium,0.0
0,20,2,3897,3,1,3,49,1,1,Manual Review,0.5765,Medium,0.0
2,12,0,1193,1,2,3,59,2,1,Manual Review,0.5916,Medium,0.0
0,44,3,922,0,4,4,25,2,1,Manual Review,0.5399,Medium,0.0
3,4,2,2499,4,4,4,41,1,1,Manual Review,0.5675,Medium,0.0
0,5,0,2461,2,1,4,42,1,0,Manual Review,0.5628,Medium,0.0
0,63,2,954,4,1,3,23,3,1,Manual Review,0.5321,Medium,0.0
0,51,2,302,0,1,2,23,2,0,Manual Review,0.5321,Medium,0.0
1,32,0,908,0,4,1,35,1,1,Manual Review,0.5621,Medium,0.0
2,13,0,2545,0,1,4,48,1,0,Manual Review,0.571,Medium,0.0
0,61,2,796,2,3,2,27,1,1,Manual Review,0.544,Medium,0.0
2,63,2,1467,0,1,1,24,1,1,Manual Review,0.5352,Medium,0.0
1,24,2,874,0,2,3,43,2,1,Manual Review,0.5719,Medium,0.0
1,31,2,315,0,2,2,37,1,1,Manual Review,0.5666,Medium,0.0
1,37,0,862,0,3,3,34,2,0,Manual Review,0.563,Medium,0.0
1,11,0,2536,1,1,3,39,2,0,Manual Review,0.5589,Medium,0.0
2,62,2,222,0,3,2,20,1,1,Manual Review,0.5376,Medium,0.0
0,52,0,1811,0,1,4,28,1,0,Manual Review,0.5376,Medium,0.0
0,20,0,573,1,3,2,34,1,0,Manual Review,0.563,Medium,0.0
3,63,2,2408,4,4,2,55,2,1,Manual Review,0.5843,Medium,0.0
3,48,4,2621,2,1,3,33,1,1,Manual Review,0.5504,Medium,0.0
1,72,2,1290,4,4,3,31,2,1,Manual Review,0.5499,Medium,0.0
1,35,2,1292,2,2,4,31,2,1,Manual Review,0.5532,Medium,0.0
2,47,0,776,0,1,2,50,1,0,Manual Review,0.577,Medium,0.0
1,68,4,504,0,2,3,63,3,1,Rejected,0.6079,High,0.0
0,11,0,5758,1,1,1,65,4,0,Rejected,0.6022,High,0.0
0,46,3,740,1,3,4,64,1,1,Rejected,0.6056,High,0.0
2,4,4,5188,1,3,2,26,1,1,Manual Review,0.5435,Medium,0.0
2,54,2,744,0,1,3,61,3,1,Manual Review,0.5884,Medium,0.0
0,27,4,2253,0,2,1,36,3,1,Manual Review,0.566,Medium,0.0
0,27,2,595,0,4,1,74,1,1,Rejected,0.6152,High,0.0
0,20,0,2250,0,4,2,54,1,0,Manual Review,0.5814,Medium,0.0
2,8,2,1140,0,2,4,44,1,1,Manual Review,0.5731,Medium,0.0
0,23,2,1152,3,4,3,28,4,1,Manual Review,0.5435,Medium,0.0
0,24,0,2411,0,2,4,49,1,0,Manual Review,0.5849,Medium,0.0
2,61,2,1017,0,2,2,51,1,1,Manual Review,0.5857,Medium,0.0
0,34,4,472,0,4,2,47,2,1,Manual Review,0.573,Medium,0.0
2,14,0,2721,1,2,1,23,1,1,Manual Review,0.541,Medium,0.0
0,55,2,591,0,2,4,31,2,0,Manual Review,0.5532,Medium,0.0
0,18,2,2237,0,2,1,19,1,0,Manual Review,0.5383,Medium,0.0
0,10,3,3224,0,4,4,41,2,1,Manual Review,0.5675,Medium,0.0
2,31,4,1096,0,4,4,58,1,1,Manual Review,0.5863,Medium,0.0
3,54,2,3811,4,2,4,21,2,1,Manual Review,0.5351,Medium,0.0
3,61,4,2176,4,2,3,21,2,1,Manual Review,0.5351,Medium,0.0
1,8,2,848,0,2,3,25,1,1,Manual Review,0.5423,Medium,0.0
2,8,0,4542,0,2,4,54,1,0,Manual Review,0.585,Medium,0.0
0,11,2,593,2,1,1,53,1,1,Manual Review,0.5763,Medium,0.0
1,67,2,1095,0,3,3,33,1,1,Manual Review,0.5574,Medium,0.0
3,13,0,1255,0,2,1,58,2,1,Manual Review,0.5908,Medium,0.0
0,41,2,2402,0,2,2,21,2,0,Manual Review,0.5351,Medium,0.0
0,11,2,3613,4,1,1,47,1,1,Manual Review,0.568,Medium,0.0
0,28,0,3436,0,1,1,48,2,0,Manual Review,0.571,Medium,0.0
0,69,2,1770,0,4,2,57,2,0,Manual Review,0.5858,Medium,0.0
0,53,2,1182,2,2,2,36,2,0,Manual Review,0.566,Medium,0.0
2,70,2,343,0,1,3,29,1,1,Manual Review,0.5407,Medium,0.0
1,52,0,517,0,2,1,61,1,0,Manual Review,0.5959,Medium,0.0
3,39,0,6083,4,2,3,67,1,1,Rejected,0.6119,High,0.0
3,71,1,340,0,0,1,56,1,0,Manual Review,0.5514,Medium,0.0
1,44,3,790,1,2,3,58,1,1,Manual Review,0.5908,Medium,0.0
0,65,0,3698,0,2,3,19,1,0,Manual Review,0.5383,Medium,0.0
1,13,2,1750,0,2,3,47,1,1,Manual Review,0.5767,Medium,0.0
2,24,0,3110,0,2,3,28,2,0,Manual Review,0.5465,Medium,0.0
0,39,1,2285,0,2,2,46,1,1,Manual Review,0.5763,Medium,0.0
2,15,2,4796,0,4,4,49,1,1,Manual Review,0.5814,Medium,0.0
1,5,2,1874,3,2,2,37,1,1,Manual Review,0.5666,Medium,0.0
2,16,0,2516,0,1,2,21,1,0,Manual Review,0.5259,Medium,0.0
1,56,2,829,0,1,3,54,1,0,Manual Review,0.5769,Medium,0.0
1,35,0,2366,0,2,1,61,1,0,Manual Review,0.5959,Medium,0.0
3,19,2,1078,2,3,3,33,1,1,Manual Review,0.5574,Medium,0.0
2,35,2,1030,0,1,3,51,1,1,Manual Review,0.5776,Medium,0.0
0,35,0,3028,0,3,2,59,1,1,Manual Review,0.5886,Medium,0.0
3,14,0,3045,0,0,1,61,1,1,Manual Review,0.5589,Medium,0.0
1,13,2,5714,0,2,1,69,2,1,Rejected,0.6164,High,0.0
3,18,3,5424,0,3,4,63,1,1,Rejected,0.6045,High,0.0
2,20,4,3083,3,2,3,44,1,0,Manual Review,0.5731,Medium,0.0
1,43,0,373,0,2,1,34,1,0,Manual Review,0.5649,Medium,0.0
0,21,2,6387,0,1,2,54,1,0,Manual Review,0.5769,Medium,0.0
0,58,1,3085,0,3,3,51,1,0,Manual Review,0.5837,Medium,0.0
2,28,2,802,3,0,4,38,1,1,Manual Review,0.5302,Medium,0.0
2,62,2,2652,0,4,1,31,2,1,Manual Review,0.5499,Medium,0.0
0,25,3,645,0,1,1,51,1,0,Manual Review,0.5776,Medium,0.0
0,33,3,2428,0,4,4,23,1,1,Manual Review,0.5393,Medium,0.0
3,47,2,516,0,2,1,55,2,1,Manual Review,0.5881,Medium,0.0
3,35,1,775,0,3,1,32,3,1,Manual Review,0.5569,Medium,0.0
1,54,2,2612,0,2,4,45,1,0,Manual Review,0.5759,Medium,0.0
0,49,0,3492,0,4,3,41,1,0,Manual Review,0.5675,Medium,0.0
1,24,2,1920,0,1,2,32,1,1,Manual Review,0.5499,Medium,0.0
0,35,1,1177,0,1,1,58,1,0,Manual Review,0.5832,Medium,0.0
3,42,2,272,0,2,1,22,1,1,Manual Review,0.538,Medium,0.0
0,15,0,1252,0,1,1,57,1,1,Manual Review,0.5823,Medium,0.0
2,50,0,2268,2,1,4,70,2,1,Rejected,0.6092,High,0.0
1,21,3,1148,4,4,2,37,1,1,Manual Review,0.5632,Medium,0.0
2,24,0,1453,4,4,3,65,1,1,Rejected,0.6039,High,0.0
2,16,2,1276,4,2,4,72,1,1,Rejected,0.6187,High,0.0
3,24,0,1144,1,4,2,22,2,1,Manual Review,0.5365,Medium,0.0
0,11,0,1572,2,2,1,48,1,0,Manual Review,0.5795,Medium,0.0
0,49,0,1190,0,1,3,37,2,1,Manual Review,0.5578,Medium,0.0
0,10,0,4696,1,3,4,49,1,0,Manual Review,0.5828,Medium,0.0
3,26,2,253,0,3,4,49,1,1,Manual Review,0.5828,Medium,0.0
3,25,0,956,0,4,1,27,1,1,Manual Review,0.5431,Medium,0.0
2,25,3,737,2,1,3,71,1,0,Rejected,0.6099,High,0.0
2,32,2,1763,0,3,3,31,1,1,Manual Review,0.5513,Medium,0.0
2,16,2,1574,0,0,4,32,1,0,Manual Review,0.5216,Medium,0.0
0,5,2,5419,4,1,1,73,1,1,Rejected,0.6114,High,0.0
3,32,2,7050,0,0,3,64,2,1,Manual Review,0.5701,Medium,0.0
1,55,2,797,0,4,4,72,1,1,Rejected,0.6136,High,0.0
1,30,0,1480,4,4,2,28,1,1,Manual Review,0.5435,Medium,0.0
1,53,1,1732,1,3,2,66,1,1,Rejected,0.6077,High,0.0
0,26,2,781,0,2,1,49,2,0,Manual Review,0.5849,Medium,0.0
0,47,3,2447,0,2,2,55,3,1,Manual Review,0.5881,Medium,0.0
2,25,2,1222,0,1,2,41,1,1,Manual Review,0.5623,Medium,0.0
0,46,2,630,3,1,4,45,1,1,Manual Review,0.5672,Medium,0.0
2,40,2,1183,0,2,2,24,1,1,Manual Review,0.5441,Medium,0.0
0,64,2,666,0,3,2,44,3,1,Manual Review,0.5709,Medium,0.0
1,59,2,3392,0,2,3,20,2,1,Manual Review,0.5386,Medium,0.0
1,6,0,6776,0,1,1,63,1,0,Rejected,0.6002,High,0.0
1,66,2,1800,4,0,2,31,1,1,Manual Review,0.516,Medium,0.0
2,22,0,1618,0,1,3,69,1,0,Rejected,0.6085,High,0.0
1,26,1,1672,1,2,4,68,1,0,Rejected,0.6129,High,0.0
2,32,2,3811,0,4,3,37,2,1,Manual Review,0.5632,Medium,0.0
1,33,0,3746,1,3,3,19,1,0,Manual Review,0.5372,Medium,0.0
2,42,0,1349,4,4,1,58,1,1,Manual Review,0.5863,Medium,0.0
3,28,0,1811,0,2,4,50,2,1,Manual Review,0.5853,Medium,0.0
2,11,3,2495,0,2,1,40,2,1,Manual Review,0.5706,Medium,0.0
0,61,2,595,0,1,4,66,1,1,Rejected,0.6032,High,0.0
0,19,2,3905,2,4,2,47,2,1,Manual Review,0.573,Medium,0.0
0,4,2,5930,0,3,4,20,1,0,Manual Review,0.5376,Medium,0.0
2,8,2,3759,4,1,3,58,2,1,Manual Review,0.5832,Medium,0.0
0,6,1,546,1,2,4,56,2,0,Manual Review,0.5887,Medium,0.0
1,68,2,306,4,2,1,66,1,1,Rejected,0.6109,High,0.0
2,7,2,2609,1,2,2,73,2,1,Rejected,0.6194,High,0.0
1,67,2,805,0,4,3,29,2,1,Manual Review,0.5464,Medium,0.0
2,13,0,1862,0,2,4,35,1,0,Manual Review,0.5654,Medium,0.0
0,24,2,5054,0,2,1,73,1,1,Rejected,0.6194,High,0.0
0,49,2,875,4,0,4,69,2,1,Manual Review,0.5743,Medium,0.0
2,30,0,1094,2,0,4,61,1,0,Manual Review,0.5589,Medium,0.0
1,69,2,1847,1,1,2,26,1,1,Manual Review,0.5364,Medium,0.0
2,44,0,524,0,0,4,40,2,0,Manual Review,0.5337,Medium,0.0
1,16,0,807,0,3,3,22,2,0,Manual Review,0.537,Medium,0.0
0,12,2,1510,2,3,2,29,1,1,Manual Review,0.5477,Medium,0.0
3,39,0,1164,0,1,2,26,1,1,Manual Review,0.5364,Medium,0.0
2,61,2,2408,0,4,3,27,1,1,Manual Review,0.5431,Medium,0.0
2,57,2,13531,1,1,3,44,1,1,Manual Review,0.5643,Medium,0.0
1,15,0,1602,0,2,2,20,1,0,Manual Review,0.5386,Medium,0.0
2,17,4,754,0,1,3,34,2,1,Manual Review,0.556,Medium,0.0
1,37,0,4603,0,2,3,49,1,0,Manual Review,0.5849,Medium,0.0
0,56,1,415,0,1,3,24,1,0,Manual Review,0.5352,Medium,0.0
3,23,1,487,4,2,1,71,1,1,Rejected,0.618,High,0.0
0,19,0,919,0,2,4,39,4,0,Manual Review,0.5677,Medium,0.0
3,59,0,1180,0,4,2,44,1,1,Manual Review,0.5693,Medium,0.0
1,61,2,902,0,0,2,37,1,0,Manual Review,0.5296,Medium,0.0
