monthly_income,credit_score,debt_to_income,employment_months,age,num_late_payments,existing_loans,loan_amount,loan_term_months,has_mortgage,approved,decision,probability_default,risk_level,expected_credit_loss
500.0,577.0,0.258,44.0,43.0,1.0,2.0,968.2,60.0,0.0,0.0,Manual Review,0.5922,Medium,258.03
341.3,666.0,0.189,40.0,18.0,1.0,1.0,307.8,60.0,0.0,1.0,Manual Review,0.5427,Medium,75.17
422.3,719.0,0.416,18.0,50.0,0.0,0.0,267.1,36.0,1.0,0.0,Manual Review,0.5747,Medium,69.08
321.5,621.0,0.374,0.0,18.0,2.0,1.0,2000.0,84.0,0.0,1.0,Rejected,0.6125,High,551.25
500.0,644.0,0.316,4.0,47.0,1.0,2.0,412.7,36.0,0.0,0.0,Manual Review,0.5759,Medium,106.96
500.0,756.0,0.084,27.0,37.0,0.0,2.0,438.0,12.0,0.0,1.0,Manual Review,0.5695,Medium,112.24
333.5,639.0,0.17,40.0,36.0,1.0,2.0,564.7,60.0,0.0,0.0,Manual Review,0.5742,Medium,145.91
500.0,828.0,0.148,19.0,34.0,0.0,1.0,2000.0,84.0,1.0,1.0,Rejected,0.6255,High,562.92
418.8,665.0,0.04,47.0,22.0,0.0,1.0,2000.0,60.0,0.0,1.0,Rejected,0.6113,High,550.17
367.3,479.0,0.103,26.0,23.0,1.0,2.0,1257.0,36.0,0.0,0.0,Rejected,0.6139,High,347.23
500.0,680.0,0.105,2.0,48.0,0.0,0.0,2000.0,36.0,0.0,1.0,Rejected,0.6293,High,566.33
325.4,650.0,0.228,7.0,38.0,0.0,0.0,211.4,48.0,0.0,0.0,Manual Review,0.5609,Medium,53.36
414.0,723.0,0.404,65.0,34.0,2.0,1.0,760.6,84.0,0.0,1.0,Manual Review,0.5844,Medium,200.02
300.0,673.0,0.185,46.0,43.0,1.0,2.0,478.2,24.0,0.0,1.0,Manual Review,0.5728,Medium,123.26
500.0,608.0,0.236,81.0,39.0,0.0,3.0,109.3,60.0,0.0,1.0,Manual Review,0.5404,Medium,26.58
500.0,522.0,0.236,4.0,28.0,1.0,2.0,651.9,36.0,0.0,0.0,Rejected,0.7686,High,225.49
384.8,603.0,0.256,166.0,67.0,0.0,1.0,303.9,60.0,0.0,1.0,Rejected,0.6055,High,82.8
500.0,551.0,0.277,8.0,46.0,0.0,2.0,1534.9,84.0,0.0,0.0,Rejected,0.6227,High,430.13
500.0,573.0,0.493,0.0,39.0,1.0,1.0,328.1,36.0,0.0,0.0,Manual Review,0.5611,Medium,82.84
488.9,667.0,0.225,214.0,31.0,1.0,3.0,313.5,36.0,0.0,1.0,Manual Review,0.5465,Medium,77.1
500.0,753.0,0.498,11.0,49.0,1.0,1.0,1534.4,60.0,1.0,0.0,Rejected,0.626,High,432.23
500.0,651.0,0.271,39.0,28.0,0.0,0.0,427.1,48.0,0.0,1.0,Manual Review,0.5519,Medium,106.07
418.8,524.0,0.245,6.0,27.0,0.0,1.0,1141.1,60.0,1.0,0.0,Rejected,0.6087,High,312.57
409.4,655.0,0.707,31.0,58.0,1.0,0.0,632.0,48.0,0.0,1.0,Rejected,0.6809,High,193.63
475.8,715.0,0.441,84.0,38.0,2.0,3.0,638.8,24.0,1.0,1.0,Rejected,0.6723,High,193.25
172.7,571.0,0.043,13.0,28.0,1.0,1.0,370.3,60.0,0.0,0.0,Manual Review,0.5736,Medium,95.59
256.0,609.0,0.338,39.0,38.0,0.0,2.0,672.6,24.0,0.0,1.0,Rejected,0.6161,High,186.47
500.0,621.0,0.109,7.0,48.0,1.0,1.0,405.1,84.0,1.0,0.0,Manual Review,0.5782,Medium,105.4
500.0,557.0,0.279,35.0,45.0,2.0,4.0,236.6,36.0,1.0,0.0,Manual Review,0.5603,Medium,59.66
482.1,671.0,0.123,14.0,49.0,0.0,0.0,414.1,60.0,0.0,1.0,Manual Review,0.583,Medium,108.64
500.0,610.0,0.311,8.0,23.0,1.0,0.0,1261.1,36.0,0.0,0.0,Rejected,0.6007,High,340.9
500.0,653.0,0.581,13.0,49.0,0.0,2.0,691.1,36.0,0.0,0.0,Rejected,0.7862,High,244.51
500.0,549.0,0.352,7.0,35.0,1.0,1.0,832.3,36.0,1.0,0.0,Manual Review,0.5705,Medium,213.67
500.0,585.0,0.212,83.0,39.0,3.0,2.0,450.6,60.0,0.0,0.0,Manual Review,0.5712,Medium,115.82
500.0,677.0,0.191,18.0,52.0,0.0,1.0,95.5,48.0,0.0,1.0,Manual Review,0.5555,Medium,23.87
338.6,590.0,0.529,10.0,46.0,1.0,1.0,169.4,84.0,1.0,0.0,Manual Review,0.5625,Medium,42.88
244.5,758.0,0.344,21.0,42.0,0.0,0.0,357.2,36.0,1.0,1.0,Rejected,0.8002,High,128.62
500.0,588.0,0.509,13.0,18.0,0.0,2.0,181.5,60.0,0.0,1.0,Manual Review,0.5163,Medium,42.17
374.1,637.0,0.389,49.0,37.0,0.0,1.0,295.9,60.0,0.0,1.0,Manual Review,0.5663,Medium,75.41
268.1,694.0,0.249,127.0,28.0,0.0,0.0,287.4,24.0,1.0,1.0,Rejected,0.7338,High,94.9
395.2,506.0,0.326,20.0,46.0,1.0,2.0,294.5,36.0,0.0,0.0,Manual Review,0.5727,Medium,75.89
317.9,479.0,0.616,71.0,49.0,0.0,2.0,1421.1,48.0,1.0,1.0,Rejected,0.6303,High,403.07
500.0,497.0,0.264,30.0,34.0,2.0,1.0,431.4,36.0,0.0,0.0,Manual Review,0.5676,Medium,110.18
500.0,721.0,0.182,6.0,29.0,0.0,1.0,950.7,36.0,0.0,1.0,Manual Review,0.5796,Medium,247.94
500.0,575.0,0.172,42.0,56.0,2.0,2.0,513.2,60.0,0.0,0.0,Rejected,0.7488,High,172.93
500.0,824.0,0.397,25.0,30.0,1.0,1.0,1396.9,36.0,0.0,1.0,Rejected,0.6096,High,383.2
500.0,574.0,0.202,37.0,23.0,1.0,1.0,1018.6,60.0,1.0,0.0,Manual Review,0.5646,Medium,258.78
354.9,634.0,0.229,79.0,28.0,3.0,2.0,280.4,84.0,0.0,0.0,Manual Review,0.5495,Medium,69.34
500.0,743.0,0.463,20.0,31.0,0.0,0.0,2000.0,48.0,0.0,0.0,Rejected,0.6207,High,558.59
500.0,780.0,0.101,83.0,27.0,1.0,3.0,312.9,48.0,0.0,1.0,Manual Review,0.5412,Medium,76.21
325.0,784.0,0.28,50.0,48.0,1.0,2.0,528.2,24.0,0.0,1.0,Manual Review,0.5806,Medium,138.0
496.4,716.0,0.491,24.0,18.0,0.0,1.0,608.5,84.0,0.0,0.0,Manual Review,0.5548,Medium,151.92
352.4,701.0,0.316,33.0,27.0,1.0,3.0,665.2,36.0,0.0,1.0,Manual Review,0.579,Medium,173.3
273.5,667.0,0.282,14.0,37.0,1.0,5.0,851.0,48.0,0.0,1.0,Rejected,0.6225,High,238.39
500.0,682.0,0.377,147.0,40.0,2.0,1.0,245.7,120.0,1.0,1.0,Manual Review,0.5565,Medium,61.53
500.0,575.0,0.323,39.0,58.0,0.0,1.0,795.8,48.0,1.0,1.0,Manual Review,0.5894,Medium,211.06
271.3,554.0,0.245,1.0,56.0,1.0,2.0,716.5,60.0,0.0,0.0,Rejected,0.6274,High,202.3
500.0,619.0,0.051,14.0,18.0,1.0,2.0,450.3,36.0,0.0,0.0,Manual Review,0.5422,Medium,109.88
394.4,606.0,0.389,35.0,18.0,1.0,0.0,386.7,24.0,0.0,0.0,Manual Review,0.5459,Medium,95.0
428.0,583.0,0.091,2.0,38.0,0.0,0.0,235.8,60.0,0.0,0.0,Manual Review,0.5562,Medium,59.02
406.0,675.0,0.407,0.0,29.0,1.0,4.0,661.0,12.0,1.0,0.0,Manual Review,0.5605,Medium,166.73
354.5,696.0,0.049,21.0,23.0,2.0,1.0,265.4,60.0,0.0,1.0,Manual Review,0.5428,Medium,64.82
500.0,627.0,0.134,14.0,38.0,1.0,0.0,544.4,12.0,0.0,0.0,Rejected,0.759,High,185.94
360.4,738.0,0.311,20.0,40.0,0.0,0.0,415.0,84.0,0.0,1.0,Rejected,0.6677,High,124.7
500.0,528.0,0.235,10.0,27.0,0.0,2.0,154.8,24.0,0.0,0.0,Manual Review,0.5257,Medium,36.62
500.0,604.0,0.207,6.0,30.0,1.0,2.0,213.3,48.0,0.0,0.0,Manual Review,0.5357,Medium,51.42
484.5,562.0,0.682,42.0,28.0,1.0,3.0,622.2,48.0,0.0,0.0,Rejected,0.768,High,215.04
346.8,470.0,0.413,26.0,33.0,1.0,1.0,295.9,48.0,0.0,0.0,Manual Review,0.5621,Medium,74.84
409.2,613.0,0.053,8.0,44.0,2.0,2.0,287.9,36.0,1.0,0.0,Manual Review,0.5676,Medium,73.54
500.0,610.0,0.491,13.0,25.0,2.0,2.0,244.3,48.0,1.0,0.0,Manual Review,0.5311,Medium,58.38
500.0,741.0,0.455,32.0,30.0,1.0,2.0,251.0,36.0,1.0,1.0,Manual Review,0.5394,Medium,60.92
334.9,670.0,0.361,2.0,33.0,0.0,0.0,1675.0,36.0,1.0,1.0,Rejected,0.621,High,468.1
500.0,538.0,0.188,5.0,37.0,1.0,1.0,183.7,36.0,0.0,0.0,Manual Review,0.5467,Medium,45.2
500.0,768.0,0.396,2.0,41.0,0.0,2.0,1462.3,48.0,1.0,1.0,Rejected,0.6208,High,408.51
237.0,717.0,0.284,60.0,62.0,1.0,0.0,345.5,36.0,0.0,1.0,Rejected,0.8253,High,128.31
500.0,666.0,0.437,50.0,44.0,1.0,0.0,266.8,120.0,0.0,0.0,Manual Review,0.5601,Medium,67.25
392.0,601.0,0.142,50.0,45.0,2.0,3.0,611.9,48.0,1.0,0.0,Rejected,0.7633,High,210.18
500.0,543.0,0.175,45.0,34.0,0.0,2.0,469.6,24.0,0.0,1.0,Manual Review,0.5706,Medium,120.58
372.8,590.0,0.109,39.0,26.0,0.0,2.0,384.3,48.0,1.0,1.0,Rejected,0.7059,High,122.07
221.4,707.0,0.151,23.0,31.0,0.0,1.0,536.6,84.0,0.0,1.0,Manual Review,0.591,Medium,142.71
242.0,770.0,0.2,37.0,29.0,2.0,1.0,463.7,12.0,1.0,1.0,Manual Review,0.5802,Medium,121.07
500.0,743.0,0.324,1.0,42.0,0.0,0.0,378.8,60.0,0.0,0.0,Manual Review,0.5688,Medium,96.96
500.0,580.0,0.152,34.0,18.0,0.0,3.0,951.4,48.0,0.0,1.0,Manual Review,0.5727,Medium,245.2
347.4,530.0,0.272,54.0,45.0,0.0,1.0,141.4,24.0,0.0,1.0,Manual Review,0.5577,Medium,35.49
500.0,631.0,0.485,24.0,36.0,1.0,0.0,216.5,60.0,1.0,0.0,Manual Review,0.5494,Medium,53.52
237.9,478.0,0.36,15.0,46.0,1.0,3.0,239.6,36.0,0.0,0.0,Manual Review,0.5874,Medium,63.34
500.0,645.0,0.197,11.0,29.0,0.0,1.0,193.1,36.0,0.0,0.0,Manual Review,0.5307,Medium,46.11
298.0,608.0,0.016,37.0,27.0,1.0,2.0,482.1,60.0,0.0,0.0,Manual Review,0.5598,Medium,121.44
394.1,582.0,0.28,42.0,33.0,2.0,1.0,674.4,48.0,0.0,0.0,Manual Review,0.5688,Medium,172.61
500.0,492.0,0.186,73.0,32.0,0.0,0.0,93.6,84.0,0.0,1.0,Manual Review,0.5297,Medium,22.31
355.1,661.0,0.117,15.0,47.0,3.0,2.0,308.0,48.0,0.0,1.0,Manual Review,0.5778,Medium,80.09
450.5,577.0,0.287,52.0,47.0,1.0,0.0,348.0,60.0,1.0,0.0,Manual Review,0.574,Medium,89.89
500.0,526.0,0.452,29.0,60.0,2.0,1.0,358.1,60.0,0.0,0.0,Manual Review,0.586,Medium,94.43
409.2,390.0,0.172,77.0,32.0,1.0,1.0,161.0,24.0,0.0,0.0,Manual Review,0.5405,Medium,39.16
500.0,617.0,0.42,27.0,18.0,1.0,1.0,350.3,60.0,0.0,0.0,Manual Review,0.5331,Medium,84.03
310.4,761.0,0.233,26.0,33.0,1.0,1.0,217.1,48.0,0.0,1.0,Manual Review,0.5556,Medium,54.28
500.0,752.0,0.343,31.0,40.0,1.0,1.0,344.4,24.0,0.0,1.0,Manual Review,0.5653,Medium,87.61
500.0,583.0,0.48,49.0,46.0,1.0,0.0,113.7,48.0,1.0,0.0,Manual Review,0.5492,Medium,28.1
158.7,571.0,0.016,120.0,41.0,1.0,5.0,346.3,24.0,0.0,0.0,Manual Review,0.5857,Medium,91.27
366.6,657.0,0.352,2.0,32.0,1.0,0.0,253.2,60.0,0.0,1.0,Manual Review,0.5546,Medium,63.19
500.0,540.0,0.658,1.0,58.0,1.0,0.0,364.8,48.0,0.0,0.0,Manual Review,0.585,Medium,96.03
493.3,644.0,0.538,99.0,25.0,0.0,3.0,572.5,120.0,0.0,1.0,Rejected,0.6373,High,164.19
500.0,681.0,0.123,27.0,34.0,0.0,1.0,434.3,24.0,0.0,1.0,Manual Review,0.5678,Medium,110.97
403.7,718.0,0.316,34.0,25.0,0.0,3.0,849.1,48.0,0.0,1.0,Manual Review,0.567,Medium,216.65
500.0,611.0,0.718,23.0,38.0,0.0,2.0,337.3,36.0,1.0,0.0,Manual Review,0.5615,Medium,85.23
500.0,603.0,0.21,3.0,57.0,1.0,2.0,738.4,48.0,0.0,0.0,Rejected,0.8185,High,271.96
500.0,549.0,0.48,52.0,36.0,1.0,1.0,1107.0,60.0,0.0,0.0,Manual Review,0.5833,Medium,290.56
500.0,553.0,0.301,49.0,36.0,0.0,2.0,560.3,60.0,0.0,1.0,Rejected,0.7518,High,189.57
500.0,601.0,0.22,13.0,18.0,1.0,0.0,442.7,60.0,0.0,0.0,Manual Review,0.5416,Medium,107.89
444.4,649.0,0.478,13.0,34.0,1.0,1.0,627.0,84.0,1.0,0.0,Rejected,0.7641,High,215.6
427.9,693.0,0.477,65.0,51.0,0.0,0.0,576.3,24.0,0.0,1.0,Rejected,0.7864,High,203.94
439.8,555.0,0.13,2.0,34.0,0.0,1.0,1002.7,36.0,1.0,0.0,Manual Review,0.5891,Medium,265.81
500.0,739.0,0.53,76.0,34.0,1.0,0.0,849.4,60.0,0.0,1.0,Manual Review,0.5736,Medium,219.24
442.3,598.0,0.005,10.0,51.0,1.0,1.0,857.6,48.0,0.0,0.0,Manual Review,0.5981,Medium,230.83
500.0,618.0,0.214,32.0,34.0,2.0,1.0,466.2,24.0,0.0,0.0,Manual Review,0.5704,Medium,119.65
500.0,560.0,0.291,98.0,53.0,2.0,3.0,591.4,48.0,0.0,0.0,Rejected,0.6166,High,164.09
500.0,426.0,0.211,40.0,22.0,1.0,0.0,582.6,36.0,0.0,0.0,Rejected,0.6758,High,177.18
463.9,690.0,0.28,19.0,46.0,1.0,0.0,171.3,36.0,0.0,1.0,Manual Review,0.5561,Medium,42.87
500.0,678.0,0.184,42.0,57.0,1.0,2.0,1058.5,60.0,0.0,1.0,Manual Review,0.5969,Medium,284.31
445.2,597.0,0.263,15.0,50.0,0.0,1.0,118.4,36.0,0.0,1.0,Manual Review,0.5582,Medium,29.74
197.1,625.0,0.42,11.0,18.0,1.0,4.0,795.7,12.0,0.0,0.0,Rejected,0.6142,High,219.92
329.8,661.0,0.278,205.0,30.0,0.0,0.0,557.3,24.0,0.0,0.0,Manual Review,0.5675,Medium,142.33
214.3,494.0,0.624,50.0,35.0,4.0,1.0,358.5,84.0,1.0,0.0,Manual Review,0.5736,Medium,92.54
458.0,577.0,0.275,37.0,50.0,0.0,2.0,615.5,120.0,0.0,1.0,Rejected,0.7857,High,217.63
500.0,683.0,0.231,15.0,22.0,0.0,4.0,629.1,60.0,1.0,1.0,Rejected,0.7475,High,211.6
500.0,519.0,0.75,1.0,25.0,1.0,3.0,158.1,36.0,0.0,0.0,Manual Review,0.5224,Medium,37.16
500.0,643.0,0.488,1.0,18.0,1.0,1.0,1397.4,84.0,0.0,0.0,Manual Review,0.5993,Medium,376.88
489.3,511.0,0.386,29.0,28.0,0.0,1.0,476.8,60.0,0.0,1.0,Manual Review,0.5569,Medium,119.48
500.0,657.0,0.068,51.0,22.0,2.0,2.0,2000.0,60.0,0.0,1.0,Rejected,0.6108,High,549.69
180.7,617.0,0.58,27.0,57.0,2.0,0.0,846.6,60.0,0.0,0.0,Rejected,0.6381,High,243.08
500.0,490.0,0.422,66.0,30.0,1.0,1.0,468.2,36.0,0.0,1.0,Manual Review,0.5587,Medium,117.71
500.0,713.0,0.108,1.0,46.0,2.0,0.0,259.1,48.0,0.0,1.0,Manual Review,0.5628,Medium,65.62
260.7,561.0,0.374,16.0,38.0,0.0,1.0,411.9,24.0,0.0,1.0,Rejected,0.6576,High,121.88
500.0,555.0,0.137,9.0,38.0,2.0,0.0,507.4,36.0,1.0,0.0,Rejected,0.7396,High,168.88
500.0,636.0,0.533,21.0,30.0,0.0,4.0,1453.6,60.0,0.0,0.0,Rejected,0.6131,High,401.07
443.6,711.0,0.55,2.0,47.0,4.0,1.0,1200.8,84.0,0.0,0.0,Rejected,0.6177,High,333.79
500.0,538.0,0.453,110.0,39.0,1.0,5.0,645.9,60.0,0.0,0.0,Rejected,0.787,High,228.75
500.0,624.0,0.186,9.0,39.0,0.0,1.0,1853.4,48.0,1.0,0.0,Rejected,0.6272,High,523.13
500.0,654.0,0.439,91.0,30.0,1.0,0.0,89.7,24.0,0.0,1.0,Manual Review,0.5232,Medium,21.12
500.0,675.0,0.088,19.0,32.0,1.0,2.0,651.8,24.0,0.0,1.0,Rejected,0.7751,High,227.35
433.9,634.0,0.303,152.0,45.0,1.0,1.0,1229.0,36.0,1.0,0.0,Rejected,0.6183,High,341.94
357.0,590.0,0.227,29.0,40.0,0.0,2.0,697.4,48.0,1.0,1.0,Manual Review,0.5901,Medium,185.19
500.0,553.0,0.221,96.0,39.0,0.0,3.0,155.0,48.0,0.0,1.0,Manual Review,0.545,Medium,38.01
355.9,626.0,0.093,0.0,28.0,0.0,2.0,1367.8,12.0,0.0,0.0,Rejected,0.6205,High,381.95
500.0,534.0,0.292,49.0,61.0,1.0,0.0,827.6,120.0,1.0,0.0,Manual Review,0.5974,Medium,222.49
430.0,386.0,0.129,84.0,32.0,0.0,1.0,592.2,36.0,1.0,1.0,Rejected,0.7574,High,201.85
500.0,654.0,0.193,5.0,37.0,1.0,2.0,483.1,60.0,0.0,1.0,Manual Review,0.573,Medium,124.56
500.0,692.0,0.384,3.0,35.0,0.0,0.0,2000.0,48.0,0.0,1.0,Rejected,0.6254,High,562.86
500.0,430.0,0.29,19.0,61.0,2.0,0.0,642.3,24.0,0.0,0.0,Rejected,0.8191,High,236.73
423.1,539.0,0.197,97.0,34.0,0.0,4.0,370.9,60.0,0.0,1.0,Manual Review,0.5683,Medium,94.85
477.1,669.0,0.132,28.0,33.0,3.0,1.0,235.2,60.0,0.0,1.0,Manual Review,0.5457,Medium,57.75
334.7,784.0,0.346,26.0,39.0,0.0,2.0,825.1,48.0,0.0,1.0,Manual Review,0.5969,Medium,221.64
437.2,621.0,0.36,5.0,29.0,1.0,2.0,990.7,48.0,1.0,0.0,Manual Review,0.5782,Medium,257.75
500.0,561.0,0.17,0.0,39.0,0.0,0.0,470.9,24.0,1.0,0.0,Manual Review,0.5728,Medium,121.37
500.0,605.0,0.207,59.0,66.0,1.0,2.0,288.1,60.0,0.0,0.0,Manual Review,0.5965,Medium,77.33
344.3,729.0,0.298,3.0,41.0,2.0,3.0,1304.4,84.0,0.0,1.0,Rejected,0.6278,High,368.53
500.0,568.0,0.129,36.0,41.0,1.0,2.0,221.3,24.0,0.0,0.0,Manual Review,0.5546,Medium,55.23
500.0,556.0,0.326,88.0,29.0,1.0,2.0,2000.0,36.0,0.0,0.0,Rejected,0.6207,High,558.67
500.0,581.0,0.112,8.0,58.0,0.0,0.0,250.1,84.0,0.0,0.0,Manual Review,0.5756,Medium,64.78
500.0,543.0,0.144,39.0,61.0,1.0,0.0,161.9,36.0,0.0,0.0,Manual Review,0.5728,Medium,41.73
370.8,629.0,0.007,2.0,48.0,1.0,3.0,179.3,60.0,0.0,0.0,Manual Review,0.565,Medium,45.59
293.0,749.0,0.139,33.0,45.0,0.0,1.0,185.2,48.0,0.0,1.0,Manual Review,0.5679,Medium,47.33
224.4,645.0,0.047,6.0,35.0,1.0,1.0,372.5,48.0,1.0,0.0,Manual Review,0.5708,Medium,95.68
500.0,599.0,0.201,47.0,42.0,0.0,1.0,309.5,36.0,0.0,1.0,Manual Review,0.563,Medium,78.41
500.0,596.0,0.172,12.0,27.0,3.0,2.0,1021.6,36.0,0.0,0.0,Manual Review,0.573,Medium,263.4
500.0,494.0,0.052,22.0,24.0,0.0,3.0,911.5,12.0,1.0,0.0,Manual Review,0.5691,Medium,233.41
500.0,690.0,0.27,32.0,20.0,1.0,2.0,376.4,60.0,0.0,1.0,Manual Review,0.5363,Medium,90.83
311.0,613.0,0.528,6.0,42.0,1.0,1.0,2000.0,60.0,0.0,0.0,Rejected,0.6287,High,565.84
500.0,605.0,0.668,48.0,21.0,5.0,0.0,372.4,60.0,0.0,0.0,Manual Review,0.5363,Medium,89.87
500.0,850.0,0.061,12.0,32.0,1.0,0.0,414.3,48.0,1.0,1.0,Manual Review,0.5602,Medium,104.44
500.0,643.0,0.309,39.0,37.0,0.0,1.0,162.0,36.0,0.0,1.0,Manual Review,0.5446,Medium,39.7
500.0,559.0,0.353,6.0,49.0,0.0,2.0,422.0,12.0,0.0,0.0,Manual Review,0.5824,Medium,110.6
500.0,585.0,0.404,41.0,31.0,1.0,2.0,571.0,60.0,0.0,0.0,Rejected,0.649,High,166.76
500.0,711.0,0.214,4.0,51.0,3.0,2.0,174.5,48.0,0.0,1.0,Manual Review,0.5624,Medium,44.17
367.7,629.0,0.341,19.0,49.0,0.0,0.0,302.0,36.0,0.0,0.0,Manual Review,0.5819,Medium,79.08
500.0,504.0,0.412,10.0,25.0,0.0,3.0,584.7,24.0,0.0,0.0,Rejected,0.6746,High,177.5
500.0,693.0,0.572,49.0,51.0,0.0,2.0,295.8,24.0,1.0,1.0,Manual Review,0.5733,Medium,76.32
500.0,566.0,0.293,10.0,34.0,1.0,3.0,250.2,36.0,1.0,0.0,Manual Review,0.5515,Medium,62.09
500.0,769.0,0.039,76.0,32.0,2.0,1.0,841.5,60.0,0.0,1.0,Manual Review,0.5677,Medium,214.96
422.8,706.0,0.223,80.0,34.0,0.0,2.0,161.4,84.0,0.0,1.0,Manual Review,0.546,Medium,39.65
332.9,584.0,0.34,7.0,37.0,1.0,1.0,188.5,84.0,0.0,0.0,Manual Review,0.5566,Medium,47.22
500.0,722.0,0.184,34.0,33.0,0.0,2.0,518.7,84.0,1.0,1.0,Rejected,0.7441,High,173.69
500.0,625.0,0.389,3.0,27.0,0.0,1.0,885.7,84.0,0.0,0.0,Manual Review,0.5735,Medium,228.58
500.0,688.0,0.085,17.0,28.0,1.0,2.0,574.7,48.0,0.0,1.0,Rejected,0.6455,High,166.95
234.2,658.0,0.643,44.0,39.0,0.0,0.0,376.3,36.0,1.0,1.0,Manual Review,0.5728,Medium,96.99
500.0,552.0,0.18,38.0,36.0,2.0,0.0,352.5,60.0,1.0,0.0,Manual Review,0.5619,Medium,89.12
500.0,568.0,0.099,35.0,44.0,0.0,2.0,1010.1,36.0,0.0,1.0,Manual Review,0.585,Medium,265.89
441.0,702.0,0.132,11.0,38.0,1.0,0.0,894.8,36.0,1.0,1.0,Manual Review,0.5848,Medium,235.47
329.2,593.0,0.487,17.0,38.0,2.0,0.0,468.4,36.0,1.0,0.0,Rejected,0.7684,High,161.96
238.7,587.0,0.142,3.0,45.0,0.0,2.0,360.4,48.0,0.0,0.0,Rejected,0.8042,High,130.42
500.0,543.0,0.32,45.0,55.0,0.0,1.0,463.0,36.0,0.0,1.0,Manual Review,0.5897,Medium,122.87
500.0,653.0,0.583,25.0,55.0,0.0,6.0,251.6,24.0,1.0,1.0,Manual Review,0.573,Medium,64.87
286.5,785.0,0.128,44.0,54.0,0.0,1.0,399.1,48.0,0.0,1.0,Rejected,0.7918,High,142.21
285.7,534.0,0.511,10.0,48.0,1.0,1.0,304.2,84.0,0.0,0.0,Rejected,0.7674,High,105.05
461.6,621.0,0.409,14.0,63.0,1.0,0.0,415.2,48.0,0.0,0.0,Rejected,0.6059,High,113.21
500.0,732.0,0.041,14.0,43.0,0.0,1.0,313.1,84.0,1.0,1.0,Manual Review,0.5637,Medium,79.43
479.5,613.0,0.438,0.0,41.0,0.0,1.0,684.4,24.0,1.0,0.0,Rejected,0.7711,High,237.5
257.5,656.0,0.444,15.0,64.0,0.0,4.0,866.2,24.0,0.0,0.0,Rejected,0.6423,High,250.35
482.9,535.0,0.036,58.0,18.0,0.0,0.0,332.2,48.0,1.0,1.0,Manual Review,0.5325,Medium,79.61
476.4,654.0,0.26,81.0,35.0,1.0,1.0,235.1,48.0,1.0,1.0,Manual Review,0.5518,Medium,58.38
141.8,605.0,0.288,26.0,53.0,1.0,0.0,795.3,60.0,1.0,0.0,Rejected,0.634,High,226.89
500.0,698.0,0.209,21.0,49.0,1.0,1.0,521.8,60.0,0.0,1.0,Rejected,0.7692,High,180.61
486.4,714.0,0.185,1.0,68.0,1.0,1.0,335.6,60.0,0.0,1.0,Rejected,0.6022,High,90.95
500.0,827.0,0.072,76.0,39.0,0.0,0.0,1352.7,84.0,0.0,1.0,Rejected,0.6165,High,375.27
500.0,666.0,0.348,0.0,32.0,1.0,0.0,286.4,36.0,0.0,1.0,Manual Review,0.5488,Medium,70.73
500.0,646.0,0.009,104.0,34.0,0.0,0.0,91.4,36.0,0.0,1.0,Manual Review,0.5357,Medium,22.03
477.3,635.0,0.271,24.0,41.0,1.0,2.0,255.5,48.0,1.0,0.0,Manual Review,0.559,Medium,64.27
314.0,591.0,0.206,15.0,57.0,1.0,1.0,1642.8,24.0,0.0,0.0,Rejected,0.6381,High,471.76
500.0,647.0,0.235,92.0,57.0,2.0,1.0,349.1,36.0,1.0,0.0,Manual Review,0.583,Medium,91.58
500.0,596.0,0.37,0.0,37.0,2.0,2.0,298.0,36.0,0.0,0.0,Manual Review,0.5575,Medium,74.76
500.0,633.0,0.207,31.0,41.0,0.0,4.0,459.8,36.0,0.0,1.0,Manual Review,0.5749,Medium,118.95
500.0,725.0,0.332,28.0,30.0,1.0,2.0,1010.6,24.0,0.0,1.0,Manual Review,0.5756,Medium,261.78
500.0,539.0,0.244,8.0,31.0,0.0,0.0,421.2,12.0,0.0,0.0,Manual Review,0.5553,Medium,105.25
500.0,711.0,0.183,20.0,50.0,1.0,1.0,722.4,60.0,0.0,1.0,Rejected,0.8091,High,263.01
409.8,725.0,0.265,38.0,57.0,3.0,1.0,386.8,48.0,1.0,1.0,Manual Review,0.5923,Medium,103.1
415.4,610.0,0.371,46.0,29.0,1.0,4.0,726.9,60.0,0.0,0.0,Manual Review,0.5736,Medium,187.64
500.0,450.0,0.339,0.0,40.0,0.0,0.0,519.9,60.0,0.0,0.0,Rejected,0.7567,High,177.04
416.1,571.0,0.016,99.0,35.0,0.0,1.0,327.4,24.0,0.0,1.0,Manual Review,0.5651,Medium,83.25
382.3,723.0,0.37,6.0,48.0,1.0,1.0,553.3,36.0,0.0,1.0,Rejected,0.8059,High,200.66
500.0,618.0,0.309,9.0,33.0,0.0,2.0,291.6,24.0,0.0,0.0,Manual Review,0.5498,Medium,72.15
480.6,540.0,0.034,11.0,18.0,2.0,1.0,149.4,60.0,0.0,1.0,Manual Review,0.5136,Medium,34.53
500.0,579.0,0.408,1.0,50.0,1.0,5.0,443.0,60.0,0.0,0.0,Manual Review,0.5845,Medium,116.53
145.1,687.0,0.287,4.0,34.0,2.0,2.0,160.4,36.0,1.0,1.0,Rejected,0.7512,High,54.22
500.0,663.0,0.627,154.0,35.0,0.0,0.0,725.9,36.0,0.0,0.0,Rejected,0.7932,High,259.09
